slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
gemstone-warrior,Gemstone Warrior,0,"[{'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/e49/e4993249e082aba382fb527da3126452.jpg,0.0,0,[],0,0,10,"{'owned': 3, 'beaten': 2, 'toplay': 4, 'dropped': 1}",,228,2019-08-28T22:25:57,56509,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 217097, 'image_background': 'https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/e49/e4993249e082aba382fb527da3126452.jpg'}, {'id': 755184, 'image': 'https://media.rawg.io/media/screenshots/cdc/cdc78fae9a742ef02ce0348fad5672a3.jpg'}, {'id': 755185, 'image': 'https://media.rawg.io/media/screenshots/9c3/9c34e575db0db8e60ae7102f8af42e1d.jpg'}, {'id': 755186, 'image': 'https://media.rawg.io/media/screenshots/c72/c72bdfc256ca9726ea36bbc632d67a3f.jpg'}, {'id': 755187, 'image': 'https://media.rawg.io/media/screenshots/1be/1be0a0c6ace5d7b92221a99763fb0e29.jpg'}, {'id': 755188, 'image': 'https://media.rawg.io/media/screenshots/042/042e5f09856d111bc01f5c416dc24893.jpg'}, {'id': 755189, 'image': 'https://media.rawg.io/media/screenshots/df0/df0219caeeb623502aef82e626989610.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 5, 'name': 'RPG', 'slug': 'role-playing-games-rpg'}]",0.0
frogger-ii-threeedeep,Frogger II: ThreeeDeep!,0,"[{'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 31, 'name': 'Atari 5200', 'slug': 'atari-5200'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/f4f/f4f971e1504adce6441500448f2709df.jpg,0.0,0,"[{'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 100.0}]",1,0,10,"{'owned': 5, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,165,2019-08-28T22:26:30,52524,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 214040, 'image_background': 'https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 36011, 'image_background': 'https://media.rawg.io/media/games/456/456dea5e1c7e3cd07060c14e96612001.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/f4f/f4f971e1504adce6441500448f2709df.jpg'}, {'id': 727000, 'image': 'https://media.rawg.io/media/screenshots/9ed/9edc538abaa6c8cbf94722c45e3a3e68.jpg'}, {'id': 727001, 'image': 'https://media.rawg.io/media/screenshots/eef/eefe56b4ad7e06060b1793d672a26a30.jpg'}, {'id': 727002, 'image': 'https://media.rawg.io/media/screenshots/060/060e2745360d2f041b04f744e8df6d85.jpg'}, {'id': 727003, 'image': 'https://media.rawg.io/media/screenshots/6e8/6e81236a5e51d44d7228be15987424ce.jpg'}, {'id': 727004, 'image': 'https://media.rawg.io/media/screenshots/18f/18f0e16abcc8879d3972d679df90bf99.jpg'}, {'id': 727005, 'image': 'https://media.rawg.io/media/screenshots/ad8/ad882b54fb0adb6ff5606f2c3e2a9196.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
seastalker,Seastalker,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/18e/18e6b5a467b1de336fcf54a1efaced17.jpg,0.0,0,"[{'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 100.0}]",1,0,10,"{'yet': 1, 'owned': 5, 'beaten': 2, 'toplay': 1, 'dropped': 1}",,50,2023-02-08T10:51:40,30053,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 204459, 'image_background': 'https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/18e/18e6b5a467b1de336fcf54a1efaced17.jpg'}, {'id': 298015, 'image': 'https://media.rawg.io/media/screenshots/65c/65c283d26e68e68e3b00a2a00551d5e3.jpg'}, {'id': 298016, 'image': 'https://media.rawg.io/media/screenshots/ee7/ee779d08dbea22077854277ab70d4f38.jpg'}, {'id': 298017, 'image': 'https://media.rawg.io/media/screenshots/9f9/9f961e58b141101527a9807d041bd1eb.jpg'}, {'id': 298018, 'image': 'https://media.rawg.io/media/screenshots/18e/18e6b5a467b1de336fcf54a1efaced17.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 3, 'name': 'Adventure', 'slug': 'adventure'}]",0.0
flightmare,Flightmare,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}]",1984-01-01,False,https://media.rawg.io/media/screenshots/a69/a6914a63a4b5355d0d35346a20fc57b9_7GqXjp7.jpg,0.0,0,[],0,0,10,"{'yet': 2, 'owned': 3, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,50,2023-10-13T03:57:32,34302,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 209909, 'image_background': 'https://media.rawg.io/media/games/562/562553814dd54e001a541e4ee83a591c.jpg'}, {'id': 42396, 'name': 'Для одного игрока', 'slug': 'dlia-odnogo-igroka', 'language': 'rus', 'games_count': 37902, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 42417, 'name': 'Экшен', 'slug': 'ekshen', 'language': 'rus', 'games_count': 33875, 'image_background': 'https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg'}, {'id': 42392, 'name': 'Приключение', 'slug': 'prikliuchenie', 'language': 'rus', 'games_count': 31856, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 42398, 'name': 'Инди', 'slug': 'indi-2', 'language': 'rus', 'games_count': 47781, 'image_background': 'https://media.rawg.io/media/games/0be/0bea0a08a4d954337305391b778a7f37.jpg'}, {'id': 13, 'name': 'Atmospheric', 'slug': 'atmospheric', 'language': 'eng', 'games_count': 30382, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}, {'id': 8, 'name': 'First-Person', 'slug': 'first-person', 'language': 'eng', 'games_count': 29315, 'image_background': 'https://media.rawg.io/media/games/c24/c24ec439abf4a2e92f3429dfa83f7f94.jpg'}, {'id': 42429, 'name': 'От первого лица', 'slug': 'ot-pervogo-litsa', 'language': 'rus', 'games_count': 8376, 'image_background': 'https://media.rawg.io/media/games/b54/b54598d1d5cc31899f4f0a7e3122a7b0.jpg'}, {'id': 16, 'name': 'Horror', 'slug': 'horror', 'language': 'eng', 'games_count': 42419, 'image_background': 'https://media.rawg.io/media/games/da1/da1b267764d77221f07a4386b6548e5a.jpg'}, {'id': 42465, 'name': 'Головоломка', 'slug': 'golovolomka', 'language': 'rus', 'games_count': 12415, 'image_background': 'https://media.rawg.io/media/games/7fa/7fa0b586293c5861ee32490e953a4996.jpg'}, {'id': 42491, 'name': 'Мясо', 'slug': 'miaso', 'language': 'rus', 'games_count': 4045, 'image_background': 'https://media.rawg.io/media/games/9dd/9ddabb34840ea9227556670606cf8ea3.jpg'}, {'id': 26, 'name': 'Gore', 'slug': 'gore', 'language': 'eng', 'games_count': 5182, 'image_background': 'https://media.rawg.io/media/games/21a/21ad672cedee9b4378abb6c2d2e626ee.jpg'}, {'id': 6, 'name': 'Exploration', 'slug': 'exploration', 'language': 'eng', 'games_count': 20275, 'image_background': 'https://media.rawg.io/media/games/baf/baf9905270314e07e6850cffdb51df41.jpg'}, {'id': 42402, 'name': 'Насилие', 'slug': 'nasilie', 'language': 'rus', 'games_count': 5017, 'image_background': 'https://media.rawg.io/media/games/63f/63f0e68688cad279ed38cde931dbfcdb.jpg'}, {'id': 34, 'name': 'Violent', 'slug': 'violent', 'language': 'eng', 'games_count': 6062, 'image_background': 'https://media.rawg.io/media/games/5a4/5a44112251d70a25291cc33757220fce.jpg'}, {'id': 79, 'name': 'Free to Play', 'slug': 'free-to-play', 'language': 'eng', 'games_count': 5710, 'image_background': 'https://media.rawg.io/media/screenshots/f7e/f7e70957c14ead1fa187a616dfa83e09.jpg'}, {'id': 42538, 'name': 'Бесплатная игра', 'slug': 'besplatnaia-igra', 'language': 'rus', 'games_count': 5701, 'image_background': 'https://media.rawg.io/media/games/410/41033a495ce8f7fd4b0934bdb975f12a.jpg'}, {'id': 15, 'name': 'Stealth', 'slug': 'stealth', 'language': 'eng', 'games_count': 5849, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 42439, 'name': 'Стелс', 'slug': 'stels', 'language': 'rus', 'games_count': 1703, 'image_background': 'https://media.rawg.io/media/games/021/021c4e21a1824d2526f925eff6324653.jpg'}, {'id': 69, 'name': 'Action-Adventure', 'slug': 'action-adventure', 'language': 'eng', 'games_count': 14203, 'image_background': 'https://media.rawg.io/media/games/364/3642d850efb217c58feab80b8affaa89.jpg'}, {'id': 42490, 'name': 'Приключенческий экшен', 'slug': 'prikliuchencheskii-ekshen', 'language': 'rus', 'games_count': 6588, 'image_background': 'https://media.rawg.io/media/games/708/7080e6c87e0825cb02888bf3c44b3889.jpg'}, {'id': 571, 'name': '3D', 'slug': '3d', 'language': 'eng', 'games_count': 78882, 'image_background': 'https://media.rawg.io/media/screenshots/9d1/9d12fe709e4bc87166b1cdb2101fa91b.jpg'}, {'id': 58132, 'name': 'Атмосферная', 'slug': 'atmosfernaia', 'language': 'rus', 'games_count': 6030, 'image_background': 'https://media.rawg.io/media/games/5dd/5dd4d2dd986d2826800bc37fff64aa4f.jpg'}, {'id': 66533, 'name': 'Исследования', 'slug': 'issledovaniia', 'language': 'rus', 'games_count': 5590, 'image_background': 'https://media.rawg.io/media/games/044/044b2ee023930ca138deda151f40c18c.jpg'}, {'id': 42535, 'name': 'Поиск предметов', 'slug': 'poisk-predmetov', 'language': 'rus', 'games_count': 2952, 'image_background': 'https://media.rawg.io/media/screenshots/6b5/6b536e453f3457c2ff5a444c3ef38b12.jpg'}, {'id': 140, 'name': 'Hidden Object', 'slug': 'hidden-object', 'language': 'eng', 'games_count': 2755, 'image_background': 'https://media.rawg.io/media/screenshots/f38/f385453daa49d9b945f5e6d28b491771.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/a69/a6914a63a4b5355d0d35346a20fc57b9_7GqXjp7.jpg'}, {'id': 344395, 'image': 'https://media.rawg.io/media/screenshots/96e/96e6662aa938a6625b9063b07937a702.jpg'}, {'id': 344396, 'image': 'https://media.rawg.io/media/screenshots/bb9/bb9bae8dd8ae0c84ded6d717c5471b53.jpg'}, {'id': 344397, 'image': 'https://media.rawg.io/media/screenshots/a69/a6914a63a4b5355d0d35346a20fc57b9_7GqXjp7.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}, {'id': 51, 'name': 'Indie', 'slug': 'indie'}, {'id': 3, 'name': 'Adventure', 'slug': 'adventure'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
bozos-night-out,Bozo's Night Out,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/fc5/fc56c81d0d9a60377d2973dd47086483.jpg,0.0,0,[],0,0,10,"{'owned': 4, 'beaten': 2, 'toplay': 3, 'dropped': 1}",,134,2019-08-28T22:00:31,56367,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 218199, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/fc5/fc56c81d0d9a60377d2973dd47086483.jpg'}, {'id': 754130, 'image': 'https://media.rawg.io/media/screenshots/515/515b56179fb5a41bd9ffc8c27fa88d6d.jpg'}, {'id': 754131, 'image': 'https://media.rawg.io/media/screenshots/0fe/0fee7239af5d75b34fb1bd1580d0369b.jpg'}, {'id': 754132, 'image': 'https://media.rawg.io/media/screenshots/caa/caa2c8092c00b036b7e4ee1032982d6b.jpg'}, {'id': 754133, 'image': 'https://media.rawg.io/media/screenshots/47a/47a26a6299574ab33c012364d663b8fa.jpg'}, {'id': 754134, 'image': 'https://media.rawg.io/media/screenshots/b05/b0513268ff76301fb93b66112110ebdd.jpg'}, {'id': 754135, 'image': 'https://media.rawg.io/media/screenshots/fc5/fc56c81d0d9a60377d2973dd47086483.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
overdrive-1984,Overdrive (1984),0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/c77/c77c9d8abd9dc62448d9f5f26e6f087f.jpg,0.0,0,[],0,0,10,"{'owned': 4, 'beaten': 2, 'toplay': 3, 'dropped': 1}",,118,2019-08-28T22:00:58,55574,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190705, 'image_background': 'https://media.rawg.io/media/games/8d6/8d69eb6c32ed6acfd75f82d532144993.jpg'}, {'id': 378, 'name': 'One player', 'slug': 'one-player-2', 'language': 'eng', 'games_count': 20, 'image_background': 'https://media.rawg.io/media/screenshots/fae/fae97e1c49e0a6d701e275166b1835f3.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/c77/c77c9d8abd9dc62448d9f5f26e6f087f.jpg'}, {'id': 749435, 'image': 'https://media.rawg.io/media/screenshots/729/729625be83ebf93500bdcdb426176b22.jpg'}, {'id': 749436, 'image': 'https://media.rawg.io/media/screenshots/6d2/6d25cb557f67f2639af7ab6d72e2a641.jpg'}, {'id': 749437, 'image': 'https://media.rawg.io/media/screenshots/917/917540e4b9efd5b788fdf2dca9ee3f34.jpg'}, {'id': 749438, 'image': 'https://media.rawg.io/media/screenshots/fad/fad1475b70b5b3a4d455e779a937b285.jpg'}, {'id': 749439, 'image': 'https://media.rawg.io/media/screenshots/792/7928effad0914fb599f51a88feffcfd1.jpg'}, {'id': 749440, 'image': 'https://media.rawg.io/media/screenshots/c77/c77c9d8abd9dc62448d9f5f26e6f087f.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}]",0.0
underwurlde,Underwurlde,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/9db/9db61f18075a7ae8d5431775ecdaedf9.jpg,0.0,0,[],0,0,10,"{'owned': 5, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,207,2019-08-28T22:00:15,56869,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/9db/9db61f18075a7ae8d5431775ecdaedf9.jpg'}, {'id': 757951, 'image': 'https://media.rawg.io/media/screenshots/a22/a22a3187219b1d675ba5040b0f8fd63e.jpg'}, {'id': 757952, 'image': 'https://media.rawg.io/media/screenshots/44c/44c4460f54932833e722c68ef305f8f6.jpg'}, {'id': 757953, 'image': 'https://media.rawg.io/media/screenshots/b9d/b9d4bfd98b912feac2d659e3eaf84605.jpg'}, {'id': 757954, 'image': 'https://media.rawg.io/media/screenshots/3c6/3c608004680c1b4a793752266e4bf9a2.jpg'}, {'id': 757955, 'image': 'https://media.rawg.io/media/screenshots/44a/44aea12c9910626ec7b389eba3dc0bb4.jpg'}, {'id': 757956, 'image': 'https://media.rawg.io/media/screenshots/63f/63f48bf2d0938f4509e619914b7114a1.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
tir-na-nog,Tir Na Nog,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/873/873e6b845a9145268e48682bb52bbafb.jpg,0.0,0,[],0,0,10,"{'owned': 4, 'beaten': 2, 'toplay': 3, 'dropped': 1}",,97,2019-08-28T22:00:16,56848,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/873/873e6b845a9145268e48682bb52bbafb.jpg'}, {'id': 757791, 'image': 'https://media.rawg.io/media/screenshots/704/704b2fe6f41213394afc35994bb2cfdb.jpg'}, {'id': 757792, 'image': 'https://media.rawg.io/media/screenshots/ab1/ab1db34beafbd34b6369ec6060602aa6.jpg'}, {'id': 757793, 'image': 'https://media.rawg.io/media/screenshots/6a0/6a01ce62a0ae49bf514c995af3cbdf36.jpg'}, {'id': 757794, 'image': 'https://media.rawg.io/media/screenshots/ee4/ee48c8ee704a1af33da2e9c782a7f8cf.jpg'}, {'id': 757795, 'image': 'https://media.rawg.io/media/screenshots/077/077bfbb4a6659692ce99d310ce5a9747.jpg'}, {'id': 757796, 'image': 'https://media.rawg.io/media/screenshots/f8c/f8c9a5bb78b81b374fafa22fcb59f96a.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
the-dam-busters,The Dam Busters,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/b7e/b7ec4bf8f7777d51dbe5d6720011264b.jpg,0.0,0,"[{'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 100.0}]",1,0,10,"{'yet': 1, 'owned': 4, 'beaten': 3, 'toplay': 1, 'dropped': 1}",,102,2023-02-08T10:51:38,34492,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 202950, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/b7e/b7ec4bf8f7777d51dbe5d6720011264b.jpg'}, {'id': 345500, 'image': 'https://media.rawg.io/media/screenshots/106/1063cf32f3bf7aba670cc3c6000eae9c.jpg'}, {'id': 345501, 'image': 'https://media.rawg.io/media/screenshots/3c7/3c7853f403ecff80bc755a071bf7fb07.jpg'}, {'id': 345502, 'image': 'https://media.rawg.io/media/screenshots/c1c/c1cb5dbf4e087264eb3a71f0f95c80fa.jpg'}, {'id': 345503, 'image': 'https://media.rawg.io/media/screenshots/b7e/b7ec4bf8f7777d51dbe5d6720011264b.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}]",0.0
hyper-sports,Hyper Sports,0,"[{'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/a65/a6596e72e293821e2fcabaf1fa9871d2.jpg,0.0,0,"[{'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 50.0}, {'id': 4, 'title': 'recommended', 'count': 1, 'percent': 50.0}]",2,0,10,"{'owned': 4, 'beaten': 3, 'toplay': 2, 'dropped': 1}",,216,2019-08-28T22:00:25,56559,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 224293, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 38142, 'image_background': 'https://media.rawg.io/media/games/f46/f466571d536f2e3ea9e815ad17177501.jpg'}, {'id': 365, 'name': 'Two Players', 'slug': 'two-players', 'language': 'eng', 'games_count': 19, 'image_background': 'https://media.rawg.io/media/screenshots/a65/a6596e72e293821e2fcabaf1fa9871d2.jpg'}, {'id': 366, 'name': 'Four players total', 'slug': 'four-players-total', 'language': 'eng', 'games_count': 2, 'image_background': 'https://media.rawg.io/media/screenshots/302/302194255e6214987be60ccbd726ccc2.jpg'}]",,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/a65/a6596e72e293821e2fcabaf1fa9871d2.jpg'}, {'id': 755584, 'image': 'https://media.rawg.io/media/screenshots/73c/73cab6bfef1e919f3e3d88b68fcaedee.jpg'}, {'id': 755585, 'image': 'https://media.rawg.io/media/screenshots/57c/57cd7ded4eb11a4e2aa65a56d0217e90.jpg'}, {'id': 755586, 'image': 'https://media.rawg.io/media/screenshots/327/3271446ce7d9c4ca320fa918e67b4443.jpg'}, {'id': 755587, 'image': 'https://media.rawg.io/media/screenshots/0c1/0c133376a1736eb9f1f35548206b6961.jpg'}, {'id': 755588, 'image': 'https://media.rawg.io/media/screenshots/c9d/c9de71cda739c6e293ce1057d38d7236.jpg'}, {'id': 755589, 'image': 'https://media.rawg.io/media/screenshots/1c7/1c7a36f40c65dec38c5e8ce573251578.jpg'}]","[{'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 15, 'name': 'Sports', 'slug': 'sports'}]",0.0
daley-thompsons-decathlon-1984,Daley Thompson's Decathlon (1984),0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/48f/48fa335ded09416407142bc60cea24be.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 100.0}]",1,0,10,"{'owned': 4, 'beaten': 2, 'toplay': 2, 'dropped': 2}",,242,2019-08-28T22:00:30,56415,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 190700, 'image_background': 'https://media.rawg.io/media/games/942/9424d6bb763dc38d9378b488603c87fa.jpg'}, {'id': 7, 'name': 'Multiplayer', 'slug': 'multiplayer', 'language': 'eng', 'games_count': 33747, 'image_background': 'https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/48f/48fa335ded09416407142bc60cea24be.jpg'}, {'id': 754467, 'image': 'https://media.rawg.io/media/screenshots/a4e/a4e43c3c8345dc4cc2fd3c1382316501.jpg'}, {'id': 754468, 'image': 'https://media.rawg.io/media/screenshots/987/987b53be7ac6c8dfe6074a03eb2babe5.jpg'}, {'id': 754469, 'image': 'https://media.rawg.io/media/screenshots/e9c/e9c0a6dacc1ea7236d44a2642973d35f.jpg'}, {'id': 754470, 'image': 'https://media.rawg.io/media/screenshots/dbe/dbed29b749a2989316281fc5acf3d907.jpg'}, {'id': 754471, 'image': 'https://media.rawg.io/media/screenshots/09a/09a4ec9fcff5b786a9325407c23696d1.jpg'}, {'id': 754472, 'image': 'https://media.rawg.io/media/screenshots/53f/53f9dddeea9304395c104f6c23e97878.jpg'}]","[{'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 15, 'name': 'Sports', 'slug': 'sports'}]",0.0
