slug,name,playtime,platforms,stores,released,tba,background_image,rating,rating_top,ratings,ratings_count,reviews_text_count,added,added_by_status,metacritic,suggestions_count,updated,id,score,clip,tags,esrb_rating,user_game,reviews_count,saturated_color,dominant_color,short_screenshots,parent_platforms,genres,community_rating
dragon-slayer-1984,Dragon Slayer (1984),0,"[{'platform': {'id': 26, 'name': 'Game Boy', 'slug': 'game-boy'}}]",,1984-09-10,False,https://media.rawg.io/media/screenshots/93f/93fe61e9e1544b45fa7c69052a89ca3d.jpg,0.0,0,"[{'id': 1, 'title': 'skip', 'count': 1, 'percent': 100.0}]",1,0,14,"{'yet': 3, 'owned': 3, 'beaten': 3, 'toplay': 4, 'dropped': 1}",,260,2019-08-28T22:26:01,55804,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 207021, 'image_background': 'https://media.rawg.io/media/games/4be/4be6a6ad0364751a96229c56bf69be59.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/93f/93fe61e9e1544b45fa7c69052a89ca3d.jpg'}, {'id': 751302, 'image': 'https://media.rawg.io/media/screenshots/91f/91f1be25c0c121650b760109f62c2d43.jpg'}, {'id': 751303, 'image': 'https://media.rawg.io/media/screenshots/210/21038cbba732e835373d4a80d353047a.jpg'}, {'id': 751304, 'image': 'https://media.rawg.io/media/screenshots/903/9036d4a9eb9de8e18bb8b2e3045ec2e6.jpg'}, {'id': 751305, 'image': 'https://media.rawg.io/media/screenshots/c9f/c9f3e51eb5d53aef82f5841a71dc9c43.jpg'}, {'id': 751306, 'image': 'https://media.rawg.io/media/screenshots/319/319b9db58ba445e91b283645440dbe61.jpg'}, {'id': 751307, 'image': 'https://media.rawg.io/media/screenshots/127/127b8779c4bca14e63e3c592072a65b8.jpg'}]","[{'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}]",[],0.0
hero-2,H.E.R.O.,0,"[{'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 31, 'name': 'Atari 5200', 'slug': 'atari-5200'}}, {'platform': {'id': 23, 'name': 'Atari 2600', 'slug': 'atari-2600'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/c88/c886d9362748629fc991ab37032d31ec.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 2, 'percent': 66.67}, {'id': 5, 'title': 'exceptional', 'count': 1, 'percent': 33.33}]",2,1,14,"{'owned': 6, 'beaten': 3, 'toplay': 2, 'dropped': 3}",,245,2022-03-27T16:14:01,52535,,,"[{'id': 5816, 'name': 'console', 'slug': 'console', 'language': 'eng', 'games_count': 1412, 'image_background': 'https://media.rawg.io/media/games/faa/faa6a4a7a2e57faf2960329630aee211.jpg'}, {'id': 726, 'name': 'japan', 'slug': 'japan', 'language': 'eng', 'games_count': 1003, 'image_background': 'https://media.rawg.io/media/games/ca7/ca7a4d4175897ef1abea2fd28bb5fd84.jpg'}, {'id': 2629, 'name': 'mine', 'slug': 'mine', 'language': 'eng', 'games_count': 1290, 'image_background': 'https://media.rawg.io/media/screenshots/6be/6bede6ac99967ab8826906d69ff65f5f.jpg'}, {'id': 3170, 'name': 'jetpack', 'slug': 'jetpack', 'language': 'eng', 'games_count': 488, 'image_background': 'https://media.rawg.io/media/screenshots/864/864c50f7a4b473c473e0c51a5ec957d8.jpg'}, {'id': 1534, 'name': 'atari', 'slug': 'atari', 'language': 'eng', 'games_count': 1230, 'image_background': 'https://media.rawg.io/media/screenshots/6db/6db651350889d50b7ff6c3f96747086c.jpg'}, {'id': 3244, 'name': 'helicopter', 'slug': 'helicopter', 'language': 'eng', 'games_count': 870, 'image_background': 'https://media.rawg.io/media/screenshots/bcc/bcc809dbecf65fd74ca99ba7320150d3.jpg'}]",,,3,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/c88/c886d9362748629fc991ab37032d31ec.jpg'}, {'id': 727094, 'image': 'https://media.rawg.io/media/screenshots/1d5/1d54265f5b2fc229e5db6f58deb05d44.jpg'}, {'id': 727095, 'image': 'https://media.rawg.io/media/screenshots/35a/35aadc1a0bda134b481e6decefe05165.jpg'}, {'id': 727096, 'image': 'https://media.rawg.io/media/screenshots/767/767fe750e97a2693b6f47c0a1a2f6014.jpg'}, {'id': 727097, 'image': 'https://media.rawg.io/media/screenshots/3a5/3a5b2619419320f631adbcf76f335c00.jpg'}, {'id': 727098, 'image': 'https://media.rawg.io/media/screenshots/efb/efb87649e78816aa64824c8c0a84e0e0.jpg'}, {'id': 727099, 'image': 'https://media.rawg.io/media/screenshots/6fb/6fb8ce0e1f3aff1f608bc8dd05676bb1.jpg'}]","[{'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
barbie,Barbie,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 49, 'name': 'NES', 'slug': 'nes'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/b47/b473b31e857691da80e5575dfa16e8e2.jpg,0.0,0,"[{'id': 3, 'title': 'meh', 'count': 1, 'percent': 50.0}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 50.0}]",2,0,14,"{'yet': 1, 'owned': 5, 'beaten': 4, 'toplay': 1, 'dropped': 3}",,295,2023-02-08T10:51:45,53697,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 218199, 'image_background': 'https://media.rawg.io/media/games/2ba/2bac0e87cf45e5b508f227d281c9252a.jpg'}]",,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/b47/b473b31e857691da80e5575dfa16e8e2.jpg'}, {'id': 734635, 'image': 'https://media.rawg.io/media/screenshots/5d5/5d5345439c1dcd6de27c436500e675c6.jpg'}, {'id': 734636, 'image': 'https://media.rawg.io/media/screenshots/708/7085643fe49a911861a0345b06d7d19f.jpg'}, {'id': 734637, 'image': 'https://media.rawg.io/media/screenshots/01b/01b8155491a6d16e7bcbea5a4a16b1e7.jpg'}, {'id': 734638, 'image': 'https://media.rawg.io/media/screenshots/527/5270767a6b91fa91b9697be3a406b13a.jpg'}, {'id': 734639, 'image': 'https://media.rawg.io/media/screenshots/4f5/4f57c5a2c7233059b3799956ef4a72bf.jpg'}, {'id': 734640, 'image': 'https://media.rawg.io/media/screenshots/ebc/ebc833c7bd3cafdba9d0964e84983b38.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 7, 'name': 'Nintendo', 'slug': 'nintendo'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 83, 'name': 'Platformer', 'slug': 'platformer'}, {'id': 4, 'name': 'Action', 'slug': 'action'}]",0.0
jet-set-willy,Jet Set Willy,0,"[{'platform': {'id': 3, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 14, 'name': 'Xbox 360', 'slug': 'xbox360'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/bd8/bd8eb489ad512ea28baad1efc65b9278.jpg,0.0,0,"[{'id': 3, 'title': 'meh', 'count': 1, 'percent': 50.0}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 50.0}]",2,0,14,"{'yet': 1, 'owned': 5, 'beaten': 2, 'toplay': 2, 'dropped': 4}",,154,2019-08-28T22:25:56,56578,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 209582, 'image_background': 'https://media.rawg.io/media/games/73e/73eecb8909e0c39fb246f457b5d6cbbe.jpg'}]",,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/bd8/bd8eb489ad512ea28baad1efc65b9278.jpg'}, {'id': 755744, 'image': 'https://media.rawg.io/media/screenshots/1f2/1f2109f83419b77e5a04a01ac9f471d0.jpg'}, {'id': 755745, 'image': 'https://media.rawg.io/media/screenshots/b93/b93ee5812b0c6419ebdcc308b90f0007.jpg'}, {'id': 755746, 'image': 'https://media.rawg.io/media/screenshots/5b9/5b9c42db2d8e0995ea8b44763388e2a7.jpg'}, {'id': 755747, 'image': 'https://media.rawg.io/media/screenshots/d7c/d7c9c3b3388dd82b219d42192b1d60e2.jpg'}, {'id': 755748, 'image': 'https://media.rawg.io/media/screenshots/183/183f02bfb074fbec998dd4bcb528ecc0.jpg'}, {'id': 755749, 'image': 'https://media.rawg.io/media/screenshots/8bb/8bbf9acd469287cc1e5c84b13217c15a.jpg'}]","[{'platform': {'id': 3, 'name': 'Xbox', 'slug': 'xbox'}}, {'platform': {'id': 4, 'name': 'iOS', 'slug': 'ios'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 83, 'name': 'Platformer', 'slug': 'platformer'}]",0.0
fahrenheit-451,Fahrenheit 451,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 55, 'name': 'Classic Macintosh', 'slug': 'macintosh'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/66a/66aa183e859a09a7da382431b1867157.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 100.0}]",1,0,13,"{'yet': 2, 'owned': 3, 'beaten': 3, 'toplay': 4, 'dropped': 1}",,275,2023-02-08T10:51:43,56470,,,"[{'id': 808, 'name': 'character', 'slug': 'character', 'language': 'eng', 'games_count': 8778, 'image_background': 'https://media.rawg.io/media/games/56e/56ed40948bebaf1968234aa6e3c74771.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/66a/66aa183e859a09a7da382431b1867157.jpg'}, {'id': 754865, 'image': 'https://media.rawg.io/media/screenshots/d74/d749c18259b5a936792605475223cbc3.jpg'}, {'id': 754866, 'image': 'https://media.rawg.io/media/screenshots/dd3/dd352e5a2ae7cccc5173a98fa895e24f.jpg'}, {'id': 754867, 'image': 'https://media.rawg.io/media/screenshots/966/966c9b8fe5cb8f15b4fa2e30ac8175a3.jpg'}, {'id': 754868, 'image': 'https://media.rawg.io/media/screenshots/1b0/1b03c9c9d3631dc90f988ea8571d0a99.jpg'}, {'id': 754869, 'image': 'https://media.rawg.io/media/screenshots/944/94470afd26151b1d075294adbcc3c27d.jpg'}, {'id': 754870, 'image': 'https://media.rawg.io/media/screenshots/583/583f124181c4683605392ca21e805a55.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
star-wars-return-of-the-jedi,Star Wars: Return of the Jedi,0,"[{'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/89e/89efb2d777023fee01db63399b532707.jpg,0.0,0,"[{'id': 3, 'title': 'meh', 'count': 1, 'percent': 50.0}, {'id': 1, 'title': 'skip', 'count': 1, 'percent': 50.0}]",2,0,13,"{'yet': 1, 'owned': 4, 'beaten': 3, 'toplay': 4, 'dropped': 1}",,333,2019-08-28T22:00:17,56806,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 209087, 'image_background': 'https://media.rawg.io/media/games/bc0/bc06a29ceac58652b684deefe7d56099.jpg'}]",,,2,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/89e/89efb2d777023fee01db63399b532707.jpg'}, {'id': 757457, 'image': 'https://media.rawg.io/media/screenshots/0d4/0d4eaf46268b257c98dfb8b165e6b572.jpg'}, {'id': 757458, 'image': 'https://media.rawg.io/media/screenshots/cfd/cfd8833b1d893951638eb6c7b3cf0a75.jpg'}, {'id': 757459, 'image': 'https://media.rawg.io/media/screenshots/59d/59de6e02048e7182dac6f95e447556c4.jpg'}, {'id': 757460, 'image': 'https://media.rawg.io/media/screenshots/79b/79b53fe40b1658c0d41730b33a14c9bc.jpg'}, {'id': 757461, 'image': 'https://media.rawg.io/media/screenshots/67b/67be58fc3128fa9ad783e8c13f97adbf.jpg'}, {'id': 757462, 'image': 'https://media.rawg.io/media/screenshots/220/2206cca6cc5556b7943c6a5e7517630e.jpg'}]","[{'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 1, 'name': 'Racing', 'slug': 'racing'}, {'id': 2, 'name': 'Shooter', 'slug': 'shooter'}]",0.0
the-castles-of-dr-creep,The Castles of Dr. Creep,5,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'macOS', 'slug': 'macos'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'store': {'id': 1, 'name': 'Steam', 'slug': 'steam'}}]",1984-09-02,False,https://media.rawg.io/media/screenshots/bfd/bfda378951d2ef5c45cf3229838d3a0e.jpg,0.0,0,[],0,0,13,"{'yet': 1, 'owned': 7, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,186,2023-02-08T10:51:38,11143,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 202950, 'image_background': 'https://media.rawg.io/media/games/fc1/fc1307a2774506b5bd65d7e8424664a7.jpg'}, {'id': 40847, 'name': 'Steam Achievements', 'slug': 'steam-achievements', 'language': 'eng', 'games_count': 28957, 'image_background': 'https://media.rawg.io/media/games/6cd/6cd653e0aaef5ff8bbd295bf4bcb12eb.jpg'}, {'id': 42398, 'name': 'Инди', 'slug': 'indi-2', 'language': 'rus', 'games_count': 44069, 'image_background': 'https://media.rawg.io/media/games/b6b/b6b20bfc4b34e312dbc8aac53c95a348.jpg'}, {'id': 40849, 'name': 'Steam Cloud', 'slug': 'steam-cloud', 'language': 'eng', 'games_count': 13292, 'image_background': 'https://media.rawg.io/media/games/b49/b4912b5dbfc7ed8927b65f05b8507f6c.jpg'}, {'id': 411, 'name': 'cooperative', 'slug': 'cooperative', 'language': 'eng', 'games_count': 3848, 'image_background': 'https://media.rawg.io/media/games/476/476178ef18ab0534771d099f51cdc694.jpg'}, {'id': 42399, 'name': 'Казуальная игра', 'slug': 'kazualnaia-igra', 'language': 'rus', 'games_count': 29526, 'image_background': 'https://media.rawg.io/media/games/8cc/8cce7c0e99dcc43d66c8efd42f9d03e3.jpg'}, {'id': 40845, 'name': 'Partial Controller Support', 'slug': 'partial-controller-support', 'language': 'eng', 'games_count': 9314, 'image_background': 'https://media.rawg.io/media/games/46d/46d98e6910fbc0706e2948a7cc9b10c5.jpg'}, {'id': 42465, 'name': 'Головоломка', 'slug': 'golovolomka', 'language': 'rus', 'games_count': 10570, 'image_background': 'https://media.rawg.io/media/games/8a0/8a02f84a5916ede2f923b88d5f8217ba.jpg'}, {'id': 40850, 'name': 'Steam Leaderboards', 'slug': 'steam-leaderboards', 'language': 'eng', 'games_count': 5631, 'image_background': 'https://media.rawg.io/media/games/095/0953bf01cd4e4dd204aba85489ac9868.jpg'}, {'id': 75, 'name': 'Local Co-Op', 'slug': 'local-co-op', 'language': 'eng', 'games_count': 4899, 'image_background': 'https://media.rawg.io/media/games/270/270b412b66688081497b3d70c100b208.jpg'}, {'id': 42467, 'name': 'Ретро', 'slug': 'retro-2', 'language': 'rus', 'games_count': 5252, 'image_background': 'https://media.rawg.io/media/games/218/218167ff4011acc825c844d0070940a0.jpg'}, {'id': 74, 'name': 'Retro', 'slug': 'retro', 'language': 'eng', 'games_count': 39561, 'image_background': 'https://media.rawg.io/media/games/713/713269608dc8f2f40f5a670a14b2de94.jpg'}, {'id': 42391, 'name': 'Средневековье', 'slug': 'srednevekove', 'language': 'rus', 'games_count': 2034, 'image_background': 'https://media.rawg.io/media/games/21a/21ad672cedee9b4378abb6c2d2e626ee.jpg'}, {'id': 66, 'name': 'Medieval', 'slug': 'medieval', 'language': 'eng', 'games_count': 5138, 'image_background': 'https://media.rawg.io/media/screenshots/2a2/2a2a162a08f2bba053334ecfda25228d.jpg'}, {'id': 42468, 'name': 'Головоломка-платформер', 'slug': 'golovolomka-platformer', 'language': 'rus', 'games_count': 2558, 'image_background': 'https://media.rawg.io/media/games/74d/74dafeb9a442b87b9dd4a1d4a2faa37b.jpg'}, {'id': 83, 'name': 'Puzzle-Platformer', 'slug': 'puzzle-platformer', 'language': 'eng', 'games_count': 9722, 'image_background': 'https://media.rawg.io/media/games/4cb/4cb855e8ef1578415a928e53c9f51867.png'}]",,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/bfd/bfda378951d2ef5c45cf3229838d3a0e.jpg'}, {'id': 89563, 'image': 'https://media.rawg.io/media/screenshots/4ee/4ee239393553c9e4b9250af9a3411666.jpg'}, {'id': 89564, 'image': 'https://media.rawg.io/media/screenshots/d5e/d5e820a87454ed7288e0012f08ee8886.jpg'}, {'id': 89565, 'image': 'https://media.rawg.io/media/screenshots/b68/b68263b533ce56f9828978e8d012851a.jpg'}, {'id': 89566, 'image': 'https://media.rawg.io/media/screenshots/c01/c0101125720dbd76457adb42597c5da0.jpg'}, {'id': 89567, 'image': 'https://media.rawg.io/media/screenshots/c75/c75a2ead8fc76241640c638cfa37d337.jpg'}, {'id': 89568, 'image': 'https://media.rawg.io/media/screenshots/f0d/f0df3fa8c53461675b287557d1567895.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 6, 'name': 'Linux', 'slug': 'linux'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]","[{'id': 40, 'name': 'Casual', 'slug': 'casual'}, {'id': 51, 'name': 'Indie', 'slug': 'indie'}, {'id': 7, 'name': 'Puzzle', 'slug': 'puzzle'}]",0.0
questprobe,Questprobe,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 41, 'name': 'Apple II', 'slug': 'apple-ii'}}, {'platform': {'id': 166, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}, {'platform': {'id': 25, 'name': 'Atari 8-bit', 'slug': 'atari-8-bit'}}, {'platform': {'id': 34, 'name': 'Atari ST', 'slug': 'atari-st'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/dd9/dd925922e84434fac2b9629eb26285d8.jpg,0.0,0,"[{'id': 4, 'title': 'recommended', 'count': 1, 'percent': 100.0}]",1,0,13,"{'yet': 1, 'owned': 5, 'beaten': 3, 'toplay': 2, 'dropped': 2}",,281,2023-02-08T10:51:41,56553,,,"[{'id': 31, 'name': 'Singleplayer', 'slug': 'singleplayer', 'language': 'eng', 'games_count': 210077, 'image_background': 'https://media.rawg.io/media/games/b45/b45575f34285f2c4479c9a5f719d972e.jpg'}]",,,1,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/dd9/dd925922e84434fac2b9629eb26285d8.jpg'}, {'id': 755513, 'image': 'https://media.rawg.io/media/screenshots/55b/55bd73c84df194858185251c62526143.jpg'}, {'id': 755514, 'image': 'https://media.rawg.io/media/screenshots/960/96060f4131933d60f36c831df0d6cabf.jpg'}, {'id': 755515, 'image': 'https://media.rawg.io/media/screenshots/404/404402e836fbe49fa8a5cdbeaccad752.jpg'}, {'id': 755516, 'image': 'https://media.rawg.io/media/screenshots/fe6/fe62ee704be0af48360a8f3dd569eb18.jpg'}, {'id': 755517, 'image': 'https://media.rawg.io/media/screenshots/628/62814a75ae2e8c39135a21e197173441.jpg'}, {'id': 755518, 'image': 'https://media.rawg.io/media/screenshots/90b/90bb79b5267ce0bd517df36cf9db6672.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}, {'platform': {'id': 5, 'name': 'Apple Macintosh', 'slug': 'mac'}}, {'platform': {'id': 9, 'name': 'Atari', 'slug': 'atari'}}, {'platform': {'id': 10, 'name': 'Commodore / Amiga', 'slug': 'commodore-amiga'}}]",[],0.0
sopwith,Sopwith,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/ced/cedd9bf1e229bf49bae7e869722fecd2.jpg,0.0,0,[],0,0,13,"{'yet': 1, 'owned': 5, 'beaten': 3, 'toplay': 2, 'dropped': 2}",,12,2023-02-08T10:51:39,33389,,,[],,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/ced/cedd9bf1e229bf49bae7e869722fecd2.jpg'}, {'id': 338079, 'image': 'https://media.rawg.io/media/screenshots/ced/cedd9bf1e229bf49bae7e869722fecd2.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}]",0.0
shamus,Shamus,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/7a1/7a1402c5c061aad6a24ad1442e3d1b47_P5g4stg.jpg,0.0,0,[],0,0,12,"{'yet': 1, 'owned': 5, 'beaten': 3, 'toplay': 1, 'dropped': 1, 'playing': 1}",,37,2023-02-08T10:51:40,34314,,,[],,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/7a1/7a1402c5c061aad6a24ad1442e3d1b47_P5g4stg.jpg'}, {'id': 344463, 'image': 'https://media.rawg.io/media/screenshots/fa9/fa92717880f78885c4560027d8bef08d.jpg'}, {'id': 344464, 'image': 'https://media.rawg.io/media/screenshots/7a1/7a1402c5c061aad6a24ad1442e3d1b47_P5g4stg.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}]",0.0
xonix,Xonix,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/2d6/2d6d73deb777ea800f9626b9e4358181.jpg,0.0,0,[],0,0,12,"{'yet': 1, 'owned': 4, 'beaten': 3, 'toplay': 1, 'dropped': 3}",,33,2023-02-08T10:51:37,32539,,,[],,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/2d6/2d6d73deb777ea800f9626b9e4358181.jpg'}, {'id': 329835, 'image': 'https://media.rawg.io/media/screenshots/b31/b315facf2d59561d3871d8d3ac049ee1.jpg'}, {'id': 329836, 'image': 'https://media.rawg.io/media/screenshots/c98/c987f6e889c091d0debcbfe2f12f44e6.jpg'}, {'id': 329837, 'image': 'https://media.rawg.io/media/screenshots/c78/c78f80cf2a1adb0eaa5d858c7f032780.jpg'}, {'id': 329838, 'image': 'https://media.rawg.io/media/screenshots/b0c/b0ce96a1cb7ceb7faaca1ce24455bea4.jpg'}, {'id': 329839, 'image': 'https://media.rawg.io/media/screenshots/073/073428eab5e8adba3466a18da959de39.jpg'}, {'id': 329840, 'image': 'https://media.rawg.io/media/screenshots/a99/a99d756a0ce1d9894e3157b9414fbe8b.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}]",0.0
buck-rogers-planet-of-zoom,Buck Rogers: Planet of Zoom,0,"[{'platform': {'id': 4, 'name': 'PC', 'slug': 'pc'}}]",,1984-01-01,False,https://media.rawg.io/media/screenshots/08c/08ccda05d6ce2723facd86d2fee2bf5a.jpg,0.0,0,[],0,0,12,"{'yet': 1, 'owned': 6, 'beaten': 2, 'toplay': 2, 'dropped': 1}",,50,2023-02-08T10:51:44,32679,,,[],,,0,0f0f0f,0f0f0f,"[{'id': -1, 'image': 'https://media.rawg.io/media/screenshots/08c/08ccda05d6ce2723facd86d2fee2bf5a.jpg'}, {'id': 331341, 'image': 'https://media.rawg.io/media/screenshots/687/6871d56f3dc06cab6c7d17a80b34da84_bcUuD0F.jpg'}, {'id': 331342, 'image': 'https://media.rawg.io/media/screenshots/ac4/ac491f9a5c29c11c71358d4792f34a7b.jpg'}, {'id': 331343, 'image': 'https://media.rawg.io/media/screenshots/08c/08ccda05d6ce2723facd86d2fee2bf5a.jpg'}]","[{'platform': {'id': 1, 'name': 'PC', 'slug': 'pc'}}]","[{'id': 11, 'name': 'Arcade', 'slug': 'arcade'}]",0.0
